date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:16:55	13/13	---M--	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:16:35%20GMT	http://168.138.165.231/save-editor	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/save-editor.html	(from http://168.138.165.231/home.html)
10:16:57	38153/38153	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/fandom.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/fandom.png	(from http://168.138.165.231/home.html)
10:16:57	3647/3647	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/discord.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/discord.png	(from http://168.138.165.231/home.html)
10:16:59	10137/10137	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/termux.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/termux.png	(from http://168.138.165.231/home.html)
10:17:00	8556/8556	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/RewardVilleLogo.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/RewardVilleLogo.png	(from http://168.138.165.231/home.html)
10:17:00	2548/2548	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/Zcoins.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/Zcoins.png	(from http://168.138.165.231/home.html)
10:17:02	19194/19194	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:16:41%20GMT	http://168.138.165.231/friends.html	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/friends.html	(from http://168.138.165.231/home.html)
10:17:02	85410/85410	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/github.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/github.png	(from http://168.138.165.231/home.html)
10:17:02	39/39	---M--	403	error ('FORBIDDEN')	text/html	date:Mon,%2027%20Oct%202025%2016:16:42%20GMT	http://168.138.165.231/gazillionaire	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/gazillionaire.15.delayed	(from http://168.138.165.231/home.html)
10:17:03	20541/20541	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/globe.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/globe.png	(from http://168.138.165.231/home.html)
10:17:07	40123/40123	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:16:47%20GMT	http://168.138.165.231/nodebug.html	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/nodebug.html	(from http://168.138.165.231/home.html)
10:17:10	9126/9126	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/logos.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/logos.png	(from http://168.138.165.231/css/facebook.css)
10:17:13	15181/15181	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/buttons.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/buttons.png	(from http://168.138.165.231/css/facebook.css)
10:17:14	2326/2326	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/facebook.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/facebook.png	(from http://168.138.165.231/css/facebook.css)
10:18:09	412158/412158	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/motds/MOTD_BlueBarrage3.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/motds/MOTD_BlueBarrage3.png	(from http://168.138.165.231/home.html)
10:18:13	15573/15573	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/epoints.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/epoints.png	(from http://168.138.165.231/)
10:18:14	2315/2315	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:17:53%20GMT	http://168.138.165.231/releases.html	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/releases.html	(from http://168.138.165.231/)
10:18:16	28442/28442	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:17:55%20GMT	http://168.138.165.231/login.html	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/login.html	(from http://168.138.165.231/)
10:18:17	1900/1900	---M--	200	added ('OK')	image/gif	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/loading.gif	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/loading.gif	(from http://168.138.165.231/)
10:22:17	2473778/2473778	---M--	200	added ('OK')	application/x-shockwave-flash	date:Fri,%2024%20May%202024%2008:11:39%20GMT	http://168.138.165.231/files/empire-s.assets.zgncdn.com/assets/109338/ZGame.109338.swf	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/files/empire-s.assets.zgncdn.com/assets/109338/ZGame.109338_tracer2.swf	(from http://168.138.165.231/home.html)
10:23:23	3239762/3239762	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/loading_frame_remastered.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/loading_frame_remastered.png	(from http://168.138.165.231/home.html)
10:23:47	295403/295403	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/motds/MOTD_LightningDeal01.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/motds/MOTD_LightningDeal01.png	(from http://168.138.165.231/nodebug.html)
10:24:46	4936723/4936723	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/remake.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/remake.png	(from http://168.138.165.231/css/zbar.css)
10:24:48	19170/19170	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:24:27%20GMT	http://168.138.165.231/changelog.txt	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/changelog.html	(from http://168.138.165.231/releases.html)
10:24:48	42698/42698	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/DrSeabolt.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/DrSeabolt.png	(from http://168.138.165.231/releases.html)
10:24:50	28222/28222	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/11_ArmyCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/11_ArmyCP_03_100.png	(from http://168.138.165.231/login.html)
10:24:50	6111/6111	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/blank.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/blank.png	(from http://168.138.165.231/login.html)
10:24:51	23411/23411	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/2_PincusCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/2_PincusCP_100.png	(from http://168.138.165.231/login.html)
10:24:52	26252/26252	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/4_NavyCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/4_NavyCP_04_100.png	(from http://168.138.165.231/login.html)
10:24:53	27445/27445	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/8_HansCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/8_HansCP_100.png	(from http://168.138.165.231/login.html)
10:24:53	4583/4583	---M-Z	200	added ('OK')	text/html	date:Mon,%2027%20Oct%202025%2016:24:32%20GMT	http://168.138.165.231/new.html	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/new.html	(from http://168.138.165.231/login.html)
10:24:54	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:33%20GMT	http://168.138.165.231/chooseavatar/2_PincusCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/2_PincusCP_100.2c.delayed	(from http://168.138.165.231/new.html)
10:24:54	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:34%20GMT	http://168.138.165.231/chooseavatar/4_NavyCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/4_NavyCP_04_100.2d.delayed	(from http://168.138.165.231/new.html)
10:24:55	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:35%20GMT	http://168.138.165.231/chooseavatar/5_NavyCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/5_NavyCP_03_100.2e.delayed	(from http://168.138.165.231/new.html)
10:24:56	27659/27659	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/5_NavyCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/5_NavyCP_03_100.png	(from http://168.138.165.231/new.html)
10:24:57	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:36%20GMT	http://168.138.165.231/chooseavatar/6_NavyCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/6_NavyCP_02_100.30.delayed	(from http://168.138.165.231/new.html)
10:24:58	27170/27170	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/6_NavyCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/6_NavyCP_02_100.png	(from http://168.138.165.231/new.html)
10:24:58	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:38%20GMT	http://168.138.165.231/chooseavatar/7_NavyCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/7_NavyCP_01_100.32.delayed	(from http://168.138.165.231/new.html)
10:24:59	27785/27785	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/7_NavyCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/7_NavyCP_01_100.png	(from http://168.138.165.231/new.html)
10:25:00	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:39%20GMT	http://168.138.165.231/chooseavatar/8_HansCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/8_HansCP_100.34.delayed	(from http://168.138.165.231/new.html)
10:25:00	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:40%20GMT	http://168.138.165.231/chooseavatar/9_ArtCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/9_ArtCP_100.35.delayed	(from http://168.138.165.231/new.html)
10:25:01	26226/26226	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/9_ArtCP_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/9_ArtCP_100.png	(from http://168.138.165.231/new.html)
10:25:02	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:41%20GMT	http://168.138.165.231/chooseavatar/10_ArmyCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/10_ArmyCP_04_100.37.delayed	(from http://168.138.165.231/new.html)
10:25:03	22989/22989	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/10_ArmyCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/10_ArmyCP_04_100.png	(from http://168.138.165.231/new.html)
10:25:03	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:43%20GMT	http://168.138.165.231/chooseavatar/11_ArmyCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/11_ArmyCP_03_100.39.delayed	(from http://168.138.165.231/new.html)
10:25:04	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:43%20GMT	http://168.138.165.231/chooseavatar/12_ArmyCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/12_ArmyCP_02_100.3a.delayed	(from http://168.138.165.231/new.html)
10:25:05	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:45%20GMT	http://168.138.165.231/chooseavatar/13_ArmyCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/13_ArmyCP_01_100.3c.delayed	(from http://168.138.165.231/new.html)
10:25:05	24786/24786	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/12_ArmyCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/12_ArmyCP_02_100.png	(from http://168.138.165.231/new.html)
10:25:06	23212/23212	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/13_ArmyCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/13_ArmyCP_01_100.png	(from http://168.138.165.231/new.html)
10:25:07	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:46%20GMT	http://168.138.165.231/chooseavatar/14_AirForceCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/14_AirForceCP_04_100.3e.delayed	(from http://168.138.165.231/new.html)
10:25:07	25023/25023	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/14_AirForceCP_04_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/14_AirForceCP_04_100.png	(from http://168.138.165.231/new.html)
10:25:08	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:47%20GMT	http://168.138.165.231/chooseavatar/15_AirForceCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/15_AirForceCP_03_100.40.delayed	(from http://168.138.165.231/new.html)
10:25:09	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:49%20GMT	http://168.138.165.231/chooseavatar/16_AirForceCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/16_AirForceCP_02_100.42.delayed	(from http://168.138.165.231/new.html)
10:25:09	25169/25169	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/15_AirForceCP_03_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/15_AirForceCP_03_100.png	(from http://168.138.165.231/new.html)
10:25:10	19536/19536	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/16_AirForceCP_02_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/16_AirForceCP_02_100.png	(from http://168.138.165.231/new.html)
10:25:11	207/207	---M--	302	error ('FOUND')	text/html	date:Mon,%2027%20Oct%202025%2016:24:50%20GMT	http://168.138.165.231/chooseavatar/17_AirForceCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/chooseavatar/17_AirForceCP_01_100.44.delayed	(from http://168.138.165.231/new.html)
10:25:12	26820/26820	---M--	200	added ('OK')	image/png	date:Fri,%2024%20May%202024%2008:11:40%20GMT	http://168.138.165.231/img/avatars/17_AirForceCP_01_100.png	C:/My%20Web%20Sites/PROYECTO%20EMEM/168.138.165.231/img/avatars/17_AirForceCP_01_100.png	(from http://168.138.165.231/new.html)
